Open,Close,High,Low,Volume,Date
0,10367.36,10367.36,10336.6,633.00,03/31/22
0,10390.1,10390.5,10390,507.00,03/30/22
0,10349,10350,10348.75,809.00,03/29/22
0,10226.15,10226.25,10225,842.00,03/28/22
0,9594.85,9594.85,9581,1,135.00,12/24/21
0,9605.5,9606,9605.35,784.00,12/23/21
0,9638.85,9638.85,9622.25,1,281.00,12/22/21
0,9520.9,9523.75,9520.5,761.00,12/21/21
0,9462.85,9462.85,9404.5,1,396.00,12/20/21
0,9467.35,9520,9467.35,463.00,12/17/21
0,9505.5,9506,9505,1,022.00,12/16/21
0,9214.35,9290,9214.35,1,058.00,12/15/21
0,9406.35,9485,9406.35,603.00,12/14/21
0,9434.85,9499,9434.85,5,894.00,12/13/21
0,9506.75,9546,9506.75,1,436.00,12/10/21
0,9577.5,9581.5,9577,947.00,12/09/21
0,9555.4,9565,9555.05,719.00,12/08/21
0,9646.5,9647,9646,1,002.00,12/07/21
0,9558.1,9558.1,9525,1,519.00,12/06/21
0,9512.15,9515,9510,761.00,12/03/21
0,9519.85,9520,9519.5,647.00,12/02/21
0,9570.25,9590,9570,1,107.00,12/01/21
0,9602.65,9602.65,9600.5,962.00,11/30/21
0,9751,9751,9750,1,706.00,11/29/21
0,9629.5,9630,9625,1,906.00,11/26/21
0,9931.85,9935,9930,946.00,11/25/21
0,9851,9852.15,9850,1,475.00,11/24/21
0,9825.5,9830,9824.85,1,149.00,11/23/21
0,9729.5,9730.15,9724.85,739.00,11/22/21
0,9620.45,9620.65,9620,957.00,11/19/21
0,9449.85,9450.15,9445,671.00,11/18/21
0,9494.85,9495.15,9494,1,200.00,11/17/21
0,9679.9,9680.15,9679.6,1,126.00,11/16/21
0,9844.75,9845.15,9840,3,593.00,11/15/21
0,9854.5,9855,9840,1,121.00,11/12/21
0,9850,9850.15,9835,709.00,11/11/21
0,9790.85,9791.15,9789.85,1,168.00,11/10/21
0,9999.85,10002.15,9999.8,821.00,11/09/21
0,9882.65,9982.65,9830,1,001.00,11/08/21
0,9739.85,9740.15,9739.5,1,303.00,11/05/21
0,9784.9,9789.5,9784.75,1,663.00,11/04/21
0,9825,9825.15,9824,775.00,11/03/21
0,9817.15,9817.15,9810,1,283.00,11/02/21
0,9872.35,9875.15,9860,488.00,11/01/21
0,9952.5,9955.15,9852.65,2,105.00,10/29/21
0,9857.75,9860.15,9855,1,203.00,10/28/21
0,9667.15,9849.35,9667.15,2,086.00,10/27/21
0,9985.35,9987.85,9985.25,499.00,10/26/21
0,10049.85,10050.15,10040,616.00,10/25/21
0,9990.85,9992.15,9990,857.00,10/22/21
0,10050.85,10075.15,10050.2,429.00,10/21/21
0,10160,10161.15,10159.75,645.00,10/20/21
0,10651,10700,10650,605.00,10/19/21
0,10499.6,10550,10499.6,5,208.00,10/18/21
0,10552.5,10555.15,10500,674.00,10/15/21
0,9970.65,9980,9970.25,1,179.00,10/14/21
0,9660.35,9661.15,9660,1,140.00,10/13/21
0,9584.65,9585.5,9583.85,1,202.00,10/12/21
0,9604.6,9604.6,9525.75,1,041.00,10/11/21
0,9387.6,9387.6,9245,1,005.00,10/08/21
0,9289.35,9289.35,9176.5,721.00,10/07/21
0,9052.45,9096.15,9038,955.00,10/06/21
0,9176.85,9176.85,9091,760.00,10/05/21
0,9257.35,9267.7,9257.35,661.00,10/04/21
0,9134.85,9134.85,9112.25,635.00,10/01/21
0,9040.3,9041.15,9040.25,734.00,09/30/21
0,9173.85,9227.15,9173.85,808.00,09/29/21
0,9262.85,9265,9262.5,1,415.00,09/28/21
0,9372.35,9372.35,9338.75,1,168.00,09/27/21
0,9343.6,9343.6,9274.5,1,197.00,09/24/21
0,9284.3,9284.3,9251,1,437.00,09/23/21
0,9254.85,9255.15,9253.75,950.00,09/22/21
0,9105.9,9106.25,9100,1,002.00,09/21/21
0,9145.4,9145.75,9144.5,749.00,09/20/21
0,9435.4,9435.5,9435,2,361.00,09/17/21
0,9348.35,9395,9348.35,647.00,09/16/21
0,9488.1,9490,9488,1,514.00,09/15/21
0,9406.75,9407,9406.25,809.00,09/14/21
0,9626.65,9660.05,9625,4,891.00,09/13/21
0,9515,9520,9514.6,1,044.00,09/10/21
0,9369.1,9369.1,9356,1,854.00,09/09/21
0,9226.35,9266,9226.35,1,743.00,09/08/21
0,9330.75,9330.75,9324,548.00,09/07/21
0,9441.1,9441.1,9401,1,170.00,09/06/21
0,9420.35,9420.35,9360.75,958.00,09/03/21
0,9364.11,9364.11,9346.75,447.00,09/02/21
0,9332.1,9332.1,9311.8,1,035.00,09/01/21
0,9528.1,9528.1,9462.25,1,150.00,08/31/21
0,9423.6,9423.6,9351.75,1,235.00,08/27/21
0,9314.85,9323.15,9314.85,493.00,08/26/21
0,9362.35,9378.7,9362.35,667.00,08/25/21
0,9378.35,9378.65,9316.25,442.00,08/24/21
0,9301.6,9301.6,9236.8,969.00,08/23/21
0,9043.85,9043.85,8921.75,775.00,08/20/21
0,8893.85,8893.85,8775.3,499.00,08/19/21
0,9148.65,9148.7,9148.25,1,070.00,08/18/21
0,9226.6,9346.7,9226.6,926.00,08/17/21
0,9419.35,9419.35,9376.75,4,877.00,08/16/21
0,9542.35,9542.35,9429.25,845.00,08/13/21
0,9435.6,9508.7,9435.6,926.00,08/12/21
0,9482.25,9482.35,9420.8,1,385.00,08/11/21
0,9409.5,9409.75,9409.25,1,353.00,08/10/21
0,9311.75,9311.75,9311.25,974.00,08/09/21
0,9445.85,9529.65,9445.85,2,028.00,08/06/21
0,9471.36,9471.36,9428.75,496.00,08/05/21
0,9443.6,9503.2,9443.6,791.00,08/04/21
0,9521.35,9583.7,9521.35,977.00,08/03/21
0,9674.55,9737.2,9674.55,842.00,08/02/21
0,9700.85,9747.7,9700.85,634.00,07/30/21
0,9781,9781.2,9780.8,630.00,07/29/21
0,9697.15,9697.2,9696.8,823.00,07/28/21
0,9709.15,9709.25,9708.8,614.00,07/27/21
0,9580,9580.2,9579.8,1,091.00,07/26/21
0,9433.35,9433.65,9433.3,536.00,07/23/21
0,9382.5,9382.75,9382.3,548.00,07/22/21
0,9271.35,9271.7,9271.3,561.00,07/21/21
0,9303.9,9303.9,9210.8,400.00,07/20/21
0,9264.65,9264.7,9264.3,3,631.00,07/19/21
0,9396.65,9396.75,9396.3,519.00,07/16/21
0,9436.8,9436.8,9346.8,645.00,07/15/21
0,9309.15,9309.2,9308.75,638.00,07/14/21
0,9310.2,9310.2,9309.75,721.00,07/13/21
0,9347.15,9347.2,9346.75,765.00,07/12/21
0,9437.5,9437.7,9437.3,334.00,07/09/21
0,9264.3,9264.65,9264.3,1,026.00,07/08/21
0,9451.35,9451.7,9451.3,1,309.00,07/07/21
0,9280.89,9528.25,9280.89,625.00,07/06/21
0,9432,9432.2,9431.8,514.00,07/05/21
0,9296.5,9296.7,9296.3,991.00,07/02/21
0,9342,9342.15,9341.8,736.00,07/01/21
0,9385,9385.2,9384.8,1,885.00,06/30/21
0,9225.35,9225.7,9225.35,711.00,06/29/21
0,9333.7,9333.7,9333.25,442.00,06/28/21
0,9432.5,9432.7,9432.25,677.00,06/25/21
0,9390.5,9390.65,9390.25,438.00,06/24/21
0,9289.5,9289.75,9289.35,861.00,06/23/21
0,9190.5,9190.75,9190.3,472.00,06/22/21
0,9042.5,9042.75,9042.25,700.00,06/21/21
0,9205.8,9206.25,9205.8,1,136.00,06/18/21
0,9427.3,9427.65,9427.3,1,005.00,06/17/21
0,9508,9508.15,9507.8,685.00,06/16/21
0,9552.5,9552.7,9552.3,527.00,06/15/21
0,9955,9955,9899.8,5,665.00,06/14/21
0,10029.25,10029.25,10028.8,834.00,06/11/21
0,9808.5,9808.65,9808.25,1,391.00,06/10/21
0,9877.25,9877.25,9876.75,1,744.00,06/09/21
0,9878.5,9878.75,9878.25,832.00,06/08/21
0,9848,9848.25,9847.8,1,280.00,06/07/21
0,9852,9852.25,9851.85,645.00,06/04/21
0,10113.5,10113.5,9966.75,847.00,06/03/21
0,10117.5,10117.65,10117.25,841.00,06/02/21
0,10212.35,10212.7,10212.3,623.00,06/01/21
0,10159.7,10159.75,10159.3,610.00,05/28/21
0,10032.65,10032.75,10032.3,630.00,05/27/21
0,9965,9965.25,9964.8,1,078.00,05/26/21
0,9943.15,9943.25,9942.8,1,137.00,05/25/21
0,9868.15,9868.25,9867.8,656.00,05/24/21
0,10010.8,10011.25,10010.8,1,398.00,05/21/21
0,10086.15,10086.25,10085.85,801.00,05/20/21
0,10114.65,10114.75,10114.3,990.00,05/19/21
0,10465,10465.25,10252,1,004.00,05/18/21
0,10257.15,10257.25,10256.8,3,730.00,05/17/21
0,10211.85,10212.2,10211.8,734.00,05/14/21
0,10253.5,10253.75,10253.3,1,836.00,05/13/21
0,10537,10537.25,10536.75,749.00,05/12/21
0,10527.85,10528.25,10527.8,646.00,05/11/21
0,10724.5,10724.75,10724,1,767.00,05/10/21
0,10361.15,10361.25,10360.8,628.00,05/07/21
0,10025.5,10025.75,10025.3,1,711.00,05/06/21
0,9991.5,9991.75,9991.3,787.00,05/05/21
0,9960.8,9961.2,9960.8,1,371.00,05/04/21
0,9948.85,9949.25,9948.75,753.00,04/30/21
0,9990,9990.25,9989.75,865.00,04/29/21
0,9832.5,9832.7,9832.25,659.00,04/28/21
0,9898.25,9898.75,9898.25,2,221.00,04/27/21
0,9758.2,9758.2,9757.75,724.00,04/26/21
0,9545.75,9545.75,9545.25,679.00,04/23/21
0,9475.5,9475.7,9442,1,050.00,04/22/21
0,9382.5,9382.7,9382.3,794.00,04/21/21
0,9396.5,9396.7,9396.25,1,158.00,04/20/21
0,9415,9415.25,9414.75,7,152.00,04/19/21
0,9336,9336.2,9334.15,660.00,04/16/21
0,9297.4,9297.4,9187.25,1,202.00,04/15/21
0,9011,9011.25,9010.5,2,589.00,04/14/21
0,8904,8904.25,8903.75,1,047.00,04/13/21
0,8901.15,8901.25,8900.75,1,089.00,04/12/21
0,8992.85,8993.25,8992.75,1,032.00,04/09/21
0,9001.5,9001.75,9001.25,764.00,04/08/21
0,8984.3,8984.7,8984.25,2,061.00,04/06/21
0,8767.8,8768.25,8767.8,923.00,04/01/21
0,8850.65,8850.75,8850.25,2,050.00,03/31/21
0,8788.5,8788.75,8788.25,824.00,03/30/21
0,8942.35,8942.75,8929.65,706.00,03/29/21
0,8929.15,8929.25,8928.75,737.00,03/26/21
0,8781,8822,8780.75,759.00,03/25/21
0,9016.2,9016.2,9015.8,385.00,03/24/21
0,9016.5,9016.75,9016.25,914.00,03/23/21
0,9098.5,9098.5,9039,516.00,03/22/21
0,9072.35,9072.35,9035.85,1,042.00,03/19/21
0,9090,9100,9089,1,386.00,03/18/21
0,9026.8,9027.25,9026.75,1,511.00,03/17/21
0,8965.35,8965.7,8965.25,756.00,03/16/21
0,9147.5,9147.75,9147.25,4,240.00,03/15/21
0,9052.65,9052.75,9052.25,574.00,03/12/21
0,9062.5,9062.65,9062.3,1,863.00,03/11/21
0,8939,8939.25,8938.75,1,565.00,03/10/21
0,8895,8895.25,8894.8,2,392.00,03/09/21
0,8992.5,8992.7,8992.25,593.00,03/08/21
0,9021.5,9021.7,9021.3,675.00,03/05/21
0,8786.5,8963.25,8786.3,741.00,03/04/21
0,9266,9266.2,9265.75,567.00,03/03/21
0,9213.3,9213.75,9213.25,770.00,03/02/21
0,9089.15,9198.25,9089.15,1,020.00,03/01/21
0,9172.5,9173,9172.3,1,275.00,02/26/21
0,9614.3,9614.75,9614.3,2,146.00,02/25/21
0,9340.2,9340.2,9285.8,1,181.00,02/24/21
0,9158,9158.25,9157.8,748.00,02/23/21
0,9067.35,9067.7,9067.3,846.00,02/22/21
0,8806.5,8806.75,8806.25,598.00,02/19/21
0,8649.75,8650.25,8649.75,586.00,02/18/21
0,8413.5,8413.65,8413,328.00,02/17/21
0,8423.85,8439.75,8416.5,351.00,02/16/21
0,8416.5,8416.75,8416.3,3,556.00,02/15/21
0,8270.3,8270.75,8270.3,339.00,02/12/21
0,8292.15,8292.2,8291.8,427.00,02/11/21
0,8279.3,8279.7,8279.3,208.00,02/10/21
0,8157.6,8157.6,8146.25,939.00,02/09/21
0,8007,8007.15,8006.8,1,271.00,02/08/21
0,7936.65,7936.65,7936.3,885.00,02/05/21
0,7833.65,7833.7,7833.25,781.00,02/04/21
0,7832.35,7832.75,7832.3,705.00,02/03/21
0,7755.5,7755.7,7755.3,1,848.00,02/02/21
0,7827.15,7827.25,7826.8,1,022.00,02/01/21
0,7877,7877.25,7844,826.00,01/29/21
0,7778.3,7778.75,7778.25,1,170.00,01/28/21
0,7894.85,7968,7894.75,632.00,01/27/21
0,7957,7957.2,7956.75,631.00,01/26/21
0,7984.5,7984.7,7984.25,467.00,01/25/21
0,7993.65,7993.65,7871.8,472.00,01/22/21
0,8014.1,8053,8010.5,524.00,01/21/21
0,8014.3,8014.7,8014.25,505.00,01/20/21
0,7986.5,8009.75,7986.25,562.00,01/19/21
0,7972.5,7972.75,7972.25,2,482.00,01/18/21
0,7925.5,7979.7,7925.5,561.00,01/15/21
0,8002.25,8002.7,8002.25,357.00,01/14/21
0,7994.3,7994.3,7960.25,894.00,01/13/21
0,7983.15,7983.2,7982.75,951.00,01/12/21
0,7951.5,7952.5,7951.25,1,410.00,01/11/21
0,8146,8147,8145.75,411.00,01/08/21
0,8036.5,8036.65,8036.25,665.00,01/07/21
0,8129.5,8156.25,8129.25,764.00,01/06/21
0,7914,7914.2,7913.75,601.00,01/05/21
0,7918.5,7918.75,7918.35,1,514.00,01/04/21
0,7748.85,7748.85,7741.25,525.00,12/31/20
0,7803.35,7842.5,7803.25,1,129.00,12/30/20
0,7845.4,7845.4,7839.75,578.00,12/29/20
0,7770.6,7793.2,7770.6,560.00,12/24/20
0,7764.5,7764.7,7764.35,2,794.00,12/23/20
0,7753.15,7753.2,7752.75,777.00,12/22/20
0,7826.15,7838.7,7826.15,1,465.00,12/21/20
0,7968.6,7968.6,7963.75,740.00,12/18/20
0,7892.85,7893.15,7892.75,1,305.00,12/17/20
0,7813.35,7823.25,7813.35,610.00,12/16/20
0,7753,7762,7752.75,320.00,12/15/20
0,7724,7763.2,7724,3,904.00,12/14/20
0,7741,7741.25,7740.75,569.00,12/11/20
0,7712,7712.25,7711.75,1,512.00,12/10/20
0,7704.5,7704.75,7704.25,1,383.00,12/09/20
0,7634.85,7635.2,7633.3,1,339.00,12/08/20
0,7656.5,7656.7,7656.25,415.00,12/07/20
0,7735,7741.7,7735,1,002.00,12/04/20
0,7679,7679.15,7678.75,1,541.00,12/03/20
0,7616.35,7616.75,7616.3,1,250.00,12/02/20
0,7688.15,7688.15,7643.8,1,026.00,12/01/20
0,7569.4,7674.7,7569.4,2,068.00,11/30/20
0,7462,7462.25,7450,557.00,11/27/20
0,7356.5,7356.7,7349,509.00,11/26/20
0,7238.5,7238.7,7238.25,788.00,11/25/20
0,7302,7302.2,7288,309.00,11/24/20
0,7215.5,7223,7215.25,718.00,11/23/20
0,7178.35,7178.7,7178.25,1,176.00,11/20/20
0,7076.1,7076.1,7027.8,922.00,11/19/20
0,7083,7083.2,7082.75,634.00,11/18/20
0,7050,7050.25,7049.75,373.00,11/17/20
0,7113.15,7113.2,7112.8,2,543.00,11/16/20
0,6926,6952,6925.8,1,114.00,11/13/20
0,6904,6904.25,6903.75,517.00,11/12/20
0,6912.3,6912.75,6912.25,1,233.00,11/11/20
0,6865.35,6865.75,6865.25,1,691.00,11/10/20
0,7033.8,7034.25,7033.8,403.00,11/09/20
0,6964.5,6964.5,6917.5,937.00,11/06/20
0,6798,6798.25,6797.75,832.00,11/05/20
0,6748,6748.25,6747.8,733.00,11/04/20
0,6791.5,6792.5,6791.25,764.00,11/03/20
0,6712.5,6712.75,6712.3,272.00,11/02/20
0,6694.65,6694.75,6694.25,1,387.00,10/30/20
0,6692,6692.25,6691.75,516.00,10/29/20
0,6694.5,6694.75,6694.3,424.00,10/28/20
0,6787.3,6787.75,6787.25,501.00,10/27/20
0,6805.8,6806.2,6805.8,969.00,10/26/20
0,6879.5,6879.7,6879.3,804.00,10/23/20
0,6887,6954.5,6885.8,721.00,10/22/20
0,6953,6953.2,6952.8,634.00,10/21/20
0,6813.85,6814.2,6813.8,282.00,10/20/20
0,6755,6755.25,6754.75,3,376.00,10/19/20
0,6727.85,6728.2,6727.8,283.00,10/16/20
0,6683.35,6683.7,6683.3,589.00,10/15/20
0,6702.35,6713.25,6701.8,1,598.00,10/14/20
0,6699.5,6699.7,6699.35,777.00,10/13/20
0,6769.15,6769.2,6738.5,1,508.00,10/12/20
0,6740.35,6740.75,6740.25,766.00,10/09/20
0,6611.5,6611.7,6611.35,533.00,10/08/20
0,6569,6569,6524.8,449.00,10/07/20
0,6509.2,6544.5,6508.8,491.00,10/06/20
0,6507.5,6507.7,6507.25,404.00,10/05/20
0,6409.65,6417.25,6409.35,762.00,10/02/20
0,6614,6614.2,6613.25,623.00,10/01/20
0,6610.15,6610.25,6609.8,1,510.00,09/30/20
0,6546.2,6546.2,6545.85,657.00,09/29/20
0,6571.65,6571.75,6571.3,1,217.00,09/28/20
0,6543.35,6543.35,6528.85,662.00,09/25/20
0,6538.5,6538.7,6538.3,459.00,09/24/20
0,6616.95,6726,6616.95,642.00,09/23/20
0,6810,6810.2,6809.8,355.00,09/22/20
0,6837,6837.2,6836.8,700.00,09/21/20
0,6833.5,6835.5,6829.85,435.00,09/18/20
0,6761,6761.2,6760.8,513.00,09/17/20
0,6793.55,6793.55,6775.75,968.00,09/16/20
0,6813.5,6813.7,6813.3,1,276.00,09/15/20
0,6814.35,6814.35,6787.75,3,442.00,09/14/20
0,6757.65,6757.7,6757.25,808.00,09/11/20
0,6710.35,6710.7,6710.3,1,230.00,09/10/20
0,6709,6709.2,6708.8,339.00,09/09/20
0,6695.45,6768.5,6695.45,553.00,09/08/20
0,6790.3,6790.7,6789.19,1,609.00,09/07/20
0,6729.7,6729.7,6670.5,1,071.00,09/04/20
0,6613,6613.2,6612.85,416.00,09/03/20
0,6719,6719.2,6718.8,496.00,09/02/20
0,6788.5,6788.7,6788.35,1,330.00,09/01/20
0,6727.85,6728.25,6727.8,955.00,08/28/20
0,6602.5,6603.5,6602.3,799.00,08/27/20
0,6615.2,6615.2,6603.35,545.00,08/26/20
0,6544.3,6544.65,6544.3,183.00,08/25/20
0,6579.35,6579.7,6578.5,255.00,08/24/20
0,6564.5,6564.7,6564.3,560.00,08/21/20
0,6594.5,6594.7,6594.3,326.00,08/20/20
0,6667,6668,6666.8,513.00,08/19/20
0,6492.5,6492.7,6492.3,315.00,08/18/20
0,6482,6482,6439.3,4,194.00,08/17/20
0,6342.65,6342.7,6342.3,301.00,08/14/20
0,6379.85,6380.2,6379.75,583.00,08/13/20
0,6379,6379.2,6378.8,789.00,08/12/20
0,6356.7,6356.7,6356.3,711.00,08/11/20
0,6363,6363.15,6362.8,484.00,08/10/20
0,6437,6437.2,6436.85,790.00,08/07/20
0,6453.65,6453.65,6453.3,351.00,08/06/20
0,6525.65,6525.7,6525.3,679.00,08/05/20
0,6440,6440.2,6439.8,612.00,08/04/20
0,6441,6441.25,6440.8,834.00,08/03/20
0,6446.25,6446.75,6446.25,604.00,07/31/20
0,6433.5,6433.7,6433.25,839.00,07/30/20
0,6475.2,6475.25,6474.75,975.00,07/29/20
0,6399.5,6399.75,6399.25,595.00,07/28/20
0,6425.5,6425.7,6425.25,239.00,07/27/20
0,6412.35,6419.75,6412.25,927.00,07/24/20
0,6533.3,6533.65,6533.25,973.00,07/23/20
0,6526.85,6527.5,6526.75,513.00,07/22/20
0,6513.15,6513.15,6512.8,235.00,07/21/20
0,6416.3,6416.7,6416.25,568.00,07/20/20
0,6454.35,6454.7,6454.25,1,013.00,07/17/20
0,6385,6385.2,6384.75,1,319.00,07/16/20
0,6507,6507.25,6506.8,1,089.00,07/15/20
0,6489.5,6489.75,6489.3,893.00,07/14/20
0,6544.85,6545.75,6544.8,3,033.00,07/13/20
0,6322.65,6322.75,6322.25,661.00,07/10/20
0,6339.3,6339.7,6339.25,764.00,07/09/20
0,6193.85,6194.15,6193.75,1,360.00,07/08/20
0,6086.15,6086.2,6085.75,1,963.00,07/07/20
0,6112,6112.15,6111.75,794.00,07/06/20
0,6022.65,6022.7,6022.3,275.00,07/03/20
0,6079.8,6080.25,6079.8,490.00,07/02/20
0,6016.65,6016.7,6016.3,979.00,07/01/20
0,6037.85,6038.2,6037.75,3,257.00,06/30/20
0,5957,5957.25,5956.75,529.00,06/29/20
0,5985.5,5985.75,5985.25,646.00,06/26/20
0,5880.3,5880.75,5880.25,1,163.00,06/25/20
0,5871.15,5871.2,5870.75,880.00,06/24/20
0,5895.2,5895.2,5894.75,1,164.00,06/23/20
0,5824.85,5825.25,5824.75,1,210.00,06/22/20
0,5835.15,5835.7,5835.15,682.00,06/19/20
0,5799.15,5799.25,5798.75,636.00,06/18/20
0,5734.25,5734.25,5733.75,905.00,06/17/20
0,5759.5,5759.7,5759.25,1,153.00,06/16/20
0,5646,5646.25,5645.75,5,588.00,06/15/20
0,5785.65,5785.7,5785.25,744.00,06/12/20
0,5801.35,5801.7,5801.25,942.00,06/11/20
0,5876,5876,5800.75,1,150.00,06/10/20
0,5680.3,5680.7,5680.25,441.00,06/09/20
0,5659,5659.2,5658.75,439.00,06/08/20
0,5588,5588.2,5587.75,483.00,06/05/20
0,5452.65,5452.7,5452.25,1,045.00,06/04/20
0,5498.85,5499.2,5498.75,701.00,06/03/20
0,5463,5463.2,5462.75,569.00,06/02/20
0,5376.65,5376.7,5376.3,1,135.00,06/01/20
0,5332.25,5332.75,5332.25,1,109.00,05/29/20
0,5278.65,5278.75,5278.25,796.00,05/28/20
0,5308.35,5308.75,5308.25,705.00,05/27/20
0,5341.35,5341.7,5341.25,642.00,05/26/20
0,5242.35,5245.25,5242.3,1,510.00,05/22/20
0,5386.85,5387.25,5386.75,789.00,05/21/20
0,5333.15,5333.15,5332.75,596.00,05/20/20
0,5314,5314.15,5313.75,511.00,05/19/20
0,5249.5,5249.75,5249.25,5,016.00,05/18/20
0,5165.25,5165.25,5164.75,277.00,05/15/20
0,5155.5,5155.65,5155.25,836.00,05/14/20
0,5212.5,5212.75,5212.25,612.00,05/13/20
0,5234,5234.25,5233.75,922.00,05/12/20
0,5231,5231.15,5230.75,903.00,05/11/20
0,5227.3,5227.7,5227.25,1,066.00,05/07/20
0,5199.5,5199.75,5199.25,2,171.00,05/06/20
0,5111.35,5111.7,5111.25,736.00,05/05/20
0,5061,5061.25,5060.8,2,875.00,05/01/20
0,5230.8,5231.5,5230.75,1,243.00,04/30/20
0,5183.85,5184.2,5183.75,520.00,04/29/20
0,5169.3,5169.75,5169.3,931.00,04/28/20
0,5165.5,5165.75,5165.25,577.00,04/27/20
0,5118.15,5118.25,5117.75,769.00,04/24/20
0,5120.35,5120.7,5120.25,798.00,04/23/20
0,5033.85,5034.2,5033.75,832.00,04/22/20
0,4994.5,4994.75,4994.25,880.00,04/21/20
0,5169.5,5203.75,5169.25,1,095.00,04/20/20
0,5175.5,5175.7,5175.3,626.00,04/17/20
0,5098.5,5098.7,5098.25,777.00,04/16/20
0,5039.3,5054.75,5039.3,479.00,04/15/20
0,5119,5119.25,5118.75,711.00,04/14/20
0,4963.5,4963.75,4963.25,2,517.00,04/09/20
0,4976,4976.25,4975.75,1,197.00,04/08/20
0,5067.5,5067.75,5067.25,730.00,04/07/20
0,4867,4867.2,4866.75,712.00,04/06/20
0,4863.5,4863.7,4863.25,610.00,04/03/20
0,4821.5,4821.7,4821.25,534.00,04/02/20
0,4771.85,4772.2,4771.75,659.00,04/01/20
0,4796.85,4797.25,4796.75,1,179.00,03/31/20
0,4763,4763.2,4762.75,350.00,03/30/20
0,4774.2,4774.2,4773.75,590.00,03/27/20
0,4775.3,4775.75,4775.25,317.00,03/26/20
0,4754,4754.5,4753.5,663.00,03/25/20
0,4789.5,4790,4789,602.00,03/24/20
0,4617.5,4618,4617,449.00,03/23/20
0,4854.85,4855,4854.25,2,621.00,03/20/20
0,4684.85,4688.15,4684,2,920.00,03/19/20
0,4860.35,4865,4859.85,7,404.00,03/18/20
0,5203.85,5204.25,5203.75,3,000.00,03/17/20
0,5265.75,5265.75,5209,10,913.00,03/16/20
0,5530.1,5532,5530,5,546.00,03/13/20
0,5386.25,5387,5385,3,700.00,03/12/20
