Open,Close,High,Low,Volume,Date
1789.15,1803.45,1804.65,1786,,12/22/21
1791.05,1788.8,1799.9,1785.02,,12/21/21
1800.85,1790.65,1803.8,1788.18,,12/20/21
1797.95,1797.95,1797.95,1797.95,,12/19/21
1797.95,1797.95,1797.95,1797.95,,12/18/21
1798.55,1797.95,1813.9,1796,,12/17/21
1778.82,1799.4,1799.5,1775.9,,12/16/21
1771.35,1777.66,1780.7,1756.05,,12/15/21
1786.3,1770.5,1789.55,1766.9,,12/14/21
1782.7,1786.65,1791.1,1782.15,,12/13/21
1782.7,1782.7,1782.7,1782.7,,12/12/21
1782.7,1782.7,1782.7,1782.7,,12/11/21
1776,1782.7,1787.7,1769.9,,12/10/21
1783.1,1775,1787.24,1773.87,,12/09/21
1784.85,1783.1,1792.72,1779.9,,12/08/21
1779.2,1784.2,1787.55,1772.7,,12/07/21
1782,1778.3,1787.25,1776.35,,12/06/21
1783.35,1783.35,1783.35,1783.35,,12/05/21
1783.35,1783.35,1783.35,1783.35,,12/04/21
1769.5,1783.35,1785.95,1766,,12/03/21
1781.9,1767.73,1782.9,1762.19,,12/02/21
1775.95,1780.98,1791.7,1772.3,,12/01/21
1785.25,1775.05,1808.45,1769.7,,11/30/21
1788.6,1784.6,1799.35,1781.6,,11/29/21
1792.6,1792.6,1792.6,1792.6,,11/28/21
1789.54,1792.6,1814.7,1783.5,,11/26/21
1788.3,1789.54,1794.8,1786.21,,11/25/21
1789.11,1788.75,1796.35,1778.8,,11/24/21
1808.45,1789.1,1811.79,1782,,11/23/21
1844.09,1804.75,1848.8,1802.6,,11/22/21
1845.8,1845.8,1845.8,1845.8,,11/21/21
1845.8,1845.8,1845.8,1845.8,,11/20/21
1859.3,1845.8,1865.11,1843.55,,11/19/21
1866.45,1859,1870.9,1855.6,,11/18/21
1849.85,1867.4,1867.9,1849.75,,11/17/21
1862.25,1850.6,1876.43,1849.46,,11/16/21
1864.9,1862.8,1869.4,1856.2,,11/15/21
1864.9,1864.9,1864.9,1864.9,,11/14/21
1861.9,1864.9,1868.11,1845.2,,11/12/21
1848.85,1862.2,1865.85,1843.1,,11/11/21
1831.85,1849.2,1859.75,1822.79,,11/10/21
1824.3,1831.85,1832.6,1819.02,,11/09/21
1815.85,1824.05,1826.15,1812.52,,11/08/21
1817.73,1817.73,1817.73,1817.73,,11/07/21
1817.73,1817.73,1817.73,1817.73,,11/06/21
1791.7,1817.73,1818.25,1785.95,,11/05/21
1773.7,1791.15,1798.8,1770.8,,11/04/21
1786.78,1773.55,1787.38,1758.63,,11/03/21
1791.38,1787.08,1796,1786.2,,11/02/21
1780.59,1791.44,1795.5,1779.1,,11/01/21
1781.35,1780.65,1782.25,1780.4,,10/31/21
0,1769.5,1769.5,1769.5,,10/30/21
1799.5,1783.4,1801.15,1772.1,,10/29/21
1796.29,1799.05,1809.67,1792.5,,10/28/21
1792.67,1797.72,1798.7,1783.39,,10/27/21
1807.19,1792.99,1807.89,1782.59,,10/26/21
1792.79,1807.74,1809.69,1792.29,,10/25/21
1783.17,1792.79,1813.39,1782.79,,10/22/21
1782.59,1782.84,1788.99,1776.49,,10/21/21
1769.29,1782.19,1788.09,1766.72,,10/20/21
1764.99,1770.04,1784.89,1762.69,,10/19/21
1767.59,1764.69,1771.69,1760.17,,10/18/21
1767.59,1767.59,1767.59,1767.59,,10/17/21
1795.87,1767.59,1796.44,1764.69,,10/15/21
1792.69,1796.09,1799.99,1786.59,,10/14/21
1760.49,1793.94,1795.57,1758.69,,10/13/21
1753.94,1759.94,1769.09,1750.89,,10/12/21
1756.64,1753.99,1760.89,1750.29,,10/11/21
1756.64,1756.64,1756.64,1756.64,,10/10/21
1755.84,1756.64,1780.79,1753.27,,10/08/21
1762.89,1754.43,1766.69,1751.99,,10/07/21
1759.89,1762.89,1764.79,1745.84,,10/06/21
1768.37,1760.09,1769.24,1749.13,,10/05/21
1760.99,1769.44,1770.44,1747.67,,10/04/21
1760.54,1760.54,1760.54,1760.54,,10/03/21
1755.67,1760.54,1763.37,1749.77,,10/01/21
1726.97,1757.64,1763.7,1722.07,,09/30/21
1734.14,1727.28,1745.49,1721.49,,09/29/21
1750.42,1734.47,1754.1,1727.99,,09/28/21
1749.67,1750.87,1760.39,1745.19,,09/27/21
1750.34,1750.34,1750.34,1750.34,,09/26/21
1750.34,1750.34,1750.34,1750.34,,09/25/21
1744.78,1750.34,1757.19,1740.59,,09/24/21
1768.64,1743.49,1775.99,1738.47,,09/23/21
1775.09,1768.14,1786.69,1765.55,,09/22/21
1764.29,1774.19,1781.49,1757.98,,09/21/21
1754.89,1764.44,1766.89,1742.94,,09/20/21
1754.49,1754.49,1754.49,1754.49,,09/19/21
1753.64,1754.49,1767.29,1747.49,,09/17/21
1794.08,1753.24,1796.14,1745.64,,09/16/21
1803.89,1793.69,1806.49,1790.69,,09/15/21
1793.59,1803.92,1808.49,1782.34,,09/14/21
1789.27,1794.22,1797.79,1785.69,,09/13/21
1789.27,1789.27,1789.27,1789.27,,09/12/21
1789.27,1789.27,1789.27,1789.27,,09/11/21
1793.99,1789.27,1803.64,1789.27,,09/10/21
1789.69,1794.54,1800.45,1784.69,,09/09/21
1795.09,1789.04,1801.94,1782.49,,09/08/21
1822.77,1793.89,1822.77,1792.9,,09/07/21
1827.19,1822.77,1827.19,1821.17,,09/06/21
1827.19,1827.19,1827.19,1827.19,,09/05/21
1827.19,1827.19,1827.19,1827.19,,09/04/21
1809.39,1827.19,1833.49,1808.69,,09/03/21
1814.04,1809.39,1817.09,1804.85,,09/02/21
1814.27,1814.24,1819.67,1808.59,,09/01/21
1809.94,1814.45,1818.89,1801.89,,08/31/21
1818.49,1810.09,1822.67,1807.69,,08/30/21
1792.69,1817.24,1818.94,1788.47,,08/27/21
1790.79,1791.22,1797.89,1779.97,,08/26/21
1802.49,1790.64,1802.89,1783.4,,08/25/21
1805.19,1802.79,1809.14,1800.49,,08/24/21
1779.07,1805.79,1805.99,1776.39,,08/23/21
1787.59,1792.69,1793.19,1787.59,,08/22/21
1779.79,1787.59,1788.09,1778.37,,08/20/21
1787.39,1779.5,1791.39,1774.29,,08/19/21
1785.99,1786.72,1793.49,1777.39,,08/18/21
1786.89,1785.89,1795.29,1780.69,,08/17/21
1779.04,1786.49,1789.04,1770.87,,08/16/21
1752.89,1779.79,1780.09,1751.67,,08/13/21
1751.29,1752.74,1757.87,1741.99,,08/12/21
1729.59,1750.9,1754.15,1723.92,,08/11/21
1729.04,1729.09,1738.24,1717.57,,08/10/21
1762.24,1729.47,1762.24,1710.39,,08/09/21
1763.09,1763.09,1763.09,1763.09,,08/08/21
1763.09,1763.09,1763.09,1763.09,,08/07/21
1804.84,1763.09,1804.84,1758.79,,08/06/21
1812.14,1804.52,1814.79,1798.44,,08/05/21
1810.19,1812.03,1831.54,1806.74,,08/04/21
1813.18,1810.34,1814.79,1807.49,,08/03/21
1813.69,1812.74,1819.44,1805.49,,08/02/21
0,1787.19,1787.19,1787.19,,08/01/21
0,1787.19,1787.19,1787.19,,07/31/21
1829.09,1813.79,1831.29,1809.99,,07/30/21
1807.39,1828.14,1832.69,1807.19,,07/29/21
1800.39,1806.3,1809.39,1793.64,,07/28/21
1797.77,1799.14,1804.89,1793.48,,07/27/21
1802.44,1797.49,1811.34,1796.09,,07/26/21
1802.34,1802.34,1802.34,1802.34,,07/25/21
1802.34,1802.34,1802.34,1802.34,,07/24/21
1807.14,1802.34,1809.97,1790.98,,07/23/21
1803.69,1806.79,1807.84,1793.07,,07/22/21
1810.39,1804.05,1813.46,1794.59,,07/21/21
1812.47,1810.29,1824.79,1805.59,,07/20/21
1811.34,1813.44,1817.09,1795.07,,07/19/21
1829.37,1811.89,1831.59,1808.89,,07/16/21
1827.49,1829.44,1833.34,1820.49,,07/15/21
1807.77,1826.92,1829.69,1804.39,,07/14/21
1806.19,1808.27,1816.79,1798.99,,07/13/21
1807.89,1806.69,1810.74,1791.49,,07/12/21
1803.04,1808.98,1812.07,1796.79,,07/09/21
1803.69,1802.89,1817.89,1794.69,,07/08/21
1796.49,1803.89,1809.27,1793.89,,07/07/21
1791.77,1797.88,1814.89,1790.35,,07/06/21
1787.29,1791.77,1793.79,1784.29,,07/05/21
1780.59,1785.49,1785.49,1780.59,,07/04/21
1776.39,1787.29,1794.94,1774.29,,07/02/21
1770.09,1776.69,1782.39,1765.89,,07/01/21
1762.09,1770.34,1774.19,1753.19,,06/30/21
1778.39,1761.29,1778.69,1751.22,,06/29/21
1782.54,1778.39,1785.74,1770.89,,06/28/21
1771.69,1771.69,1771.69,1771.69,,06/27/21
1776.39,1781.34,1789.99,1773.67,,06/25/21
1778.69,1775.34,1787.79,1773.03,,06/24/21
1779.79,1778.94,1794.49,1773.59,,06/23/21
1784.14,1778.64,1789.94,1772.27,,06/22/21
1769.09,1783.24,1786.09,1766.84,,06/21/21
1775.69,1764.34,1795.29,1761.54,,06/18/21
1812.32,1772.73,1824.99,1767.29,,06/17/21
1859.07,1812.66,1861.39,1807.33,,06/16/21
1866.29,1858.11,1868.94,1851.69,,06/15/21
1876.34,1865.89,1877.79,1844.99,,06/14/21
1877.64,1877.64,1877.64,1877.64,,06/13/21
1877.64,1877.64,1877.64,1877.64,,06/12/21
1897.99,1877.64,1902.44,1874.49,,06/11/21
1888.69,1897.8,1899.59,1870.88,,06/10/21
1891.84,1888.22,1898.47,1887.07,,06/09/21
1899.09,1893.09,1902.99,1883.89,,06/08/21
1889.84,1899.59,1899.9,1881.43,,06/07/21
1890.97,1890.97,1890.97,1890.97,,06/06/21
1890.97,1890.97,1890.97,1890.97,,06/05/21
1871.34,1890.97,1895.39,1858.84,,06/04/21
1908.37,1871.36,1909.29,1865.39,,06/03/21
1899.69,1907.75,1908.69,1894.49,,06/02/21
1907.29,1900.49,1916.29,1892.77,,06/01/21
1903.54,1905.74,1910.24,1901.89,,05/31/21
1909.49,1909.29,1909.49,1909.29,,05/30/21
1897.37,1909.49,1909.49,1882.23,,05/28/21
1895.99,1896.79,1902.97,1888.79,,05/27/21
1898.69,1896.74,1912.34,1890.79,,05/26/21
1880.59,1899.14,1900.29,1872.94,,05/25/21
1880.69,1880.24,1887.04,1875.79,,05/24/21
1881.3,1881.3,1881.3,1881.3,,05/23/21
1877.89,1881.3,1888.99,1870.39,,05/21/21
1869.79,1876.84,1883.57,1863.78,,05/20/21
1869.19,1869.59,1889.54,1852.19,,05/19/21
1866.59,1869.89,1874.47,1863.19,,05/18/21
1844.89,1865.79,1868.34,1843.74,,05/17/21
1826.86,1843.19,1844.16,1820.49,,05/14/21
1814.79,1827.01,1828.19,1809.44,,05/13/21
1836.78,1816.49,1843.17,1813.27,,05/12/21
1836.09,1837.39,1841.39,1818.29,,05/11/21
1831.97,1835.94,1844.89,1830.19,,05/10/21
0,1840.69,1840.69,1840.69,,05/09/21
0,1840.69,1840.69,1840.69,,05/08/21
1814.29,1830.86,1842.59,1813.24,,05/07/21
1786.49,1815.57,1817.39,1782.07,,05/06/21
1778.49,1785.65,1787.99,1770.57,,05/05/21
1792.49,1779.04,1798.59,1772.69,,05/04/21
1767.47,1792.32,1797.09,1767.37,,05/03/21
1808.4,1787.05,1808.41,1787.05,,05/02/21
1808.4,1807.4,1807.4,1807.4,,05/01/21
1771.8,1768.95,1773.6,1764.1,,04/30/21
1782.15,1770.8,1790,1757.3,,04/29/21
1777.1,1780.92,1782.5,1763,,04/28/21
1781.45,1776.5,1785.29,1773.9,,04/27/21
1775.6,1780.44,1783.5,1769.15,,04/26/21
1784.3,1778.18,1794.89,1770.97,,04/23/21
1793.95,1784.25,1797.9,1777.2,,04/22/21
1778.15,1793.9,1797.55,1776.18,,04/21/21
1770.95,1778,1780.3,1763.66,,04/20/21
1775.6,1770.31,1789.9,1766.59,,04/19/21
1782.5,1779.5,1783,1779.5,,04/18/21
1782.5,1782.5,1782.5,1782.5,,04/17/21
1764.35,1782.5,1783.19,1759.95,,04/16/21
1736,1763.6,1769.45,1734.5,,04/15/21
1745.65,1737.1,1749,1732.7,,04/14/21
1733.45,1744.3,1748.5,1723.67,,04/13/21
1742.3,1733.4,1744.6,1727.6,,04/12/21
1744.1,1744.1,1744.1,1744.1,,04/11/21
1744.1,1744.1,1744.1,1744.1,,04/10/21
1755.9,1744.1,1756.9,1731.5,,04/09/21
1737.29,1756.38,1758.7,1733.4,,04/08/21
1743.2,1737.65,1744.09,1730.5,,04/07/21
1728.54,1744.15,1745.2,1727.01,,04/06/21
1729.8,1728.1,1733.2,1721.4,,04/05/21
1729.8,1729.8,1729.8,1729.8,,04/04/21
1729.8,1729.8,1729.8,1729.8,,04/02/21
1707.3,1729.8,1729.95,1705.9,,04/01/21
1684.75,1707.2,1714.6,1678.05,,03/31/21
1712.45,1685.25,1714.15,1679.25,,03/30/21
1732.35,1712.3,1732.8,1706,,03/29/21
0,1720.5,1720.5,1720.5,,03/28/21
1727.4,1731.93,1736.5,1721.6,,03/26/21
1734.18,1727.6,1745.1,1722.58,,03/25/21
1727.45,1734.2,1737.8,1724.45,,03/24/21
1739.7,1727.5,1742.35,1724.7,,03/23/21
1739.8,1739.55,1743.05,1727.55,,03/22/21
1746.55,1739.9,1746.55,1739.5,,03/21/21
1749.6,1749.6,1749.6,1749.6,,03/20/21
1734,1749.6,1749.6,1728.42,,03/19/21
1747.48,1736.6,1755,1719.43,,03/18/21
1732.25,1747.71,1751.05,1724.69,,03/17/21
1730.65,1732.1,1740.5,1726.18,,03/16/21
1726.95,1731.2,1734.35,1721.99,,03/15/21
1729.5,1726.85,1730.15,1725.76,,03/14/21
1721.8,1726.85,1728.65,1699.45,,03/12/21
1726.6,1722.77,1739.85,1719.8,,03/11/21
1715.4,1726.65,1726.72,1708.3,,03/10/21
1684.9,1715.9,1720.1,1680.09,,03/09/21
1707.2,1684.55,1713.99,1677.1,,03/08/21
1700.8,1700.8,1700.8,1700.8,,03/07/21
1700.8,1700.8,1700.8,1700.8,,03/06/21
1696.55,1700.8,1707.25,1687.4,,03/05/21
1711.4,1698.39,1722.75,1690.7,,03/04/21
1738.3,1709.86,1740.45,1702.4,,03/03/21
1723.45,1738.1,1739.05,1707.7,,03/02/21
1739.45,1724.7,1759.5,1719.94,,03/01/21
1734.4,1734.4,1734.4,1734.4,,02/28/21
1772.05,1734.4,1775.7,1717.85,,02/26/21
1803.25,1769.9,1804.3,1768.1,,02/25/21
1806.7,1805,1813.3,1783.59,,02/24/21
1810,1805.6,1815.55,1796.55,,02/23/21
1787.4,1809.95,1812.2,1780.95,,02/22/21
1794.4,1794.4,1794.4,1794.4,,02/21/21
1776.5,1784.05,1790.57,1760.49,,02/19/21
1776.6,1775.7,1788.7,1768.4,,02/18/21
1792.4,1776.35,1794.88,1769.8,,02/17/21
1819.65,1794.95,1826.25,1789.42,,02/16/21
1822.43,1818.85,1826.9,1816.19,,02/15/21
1822.43,1822.43,1822.43,1822.43,,02/14/21
1822.43,1822.43,1822.43,1822.43,,02/13/21
1826.55,1822.43,1829.6,1811,,02/12/21
1844.1,1826.5,1847.6,1821,,02/11/21
1838.75,1843.4,1855.03,1834.25,,02/10/21
1830.8,1838.95,1848.29,1828.93,,02/09/21
1810.8,1831.26,1838.52,1807.81,,02/08/21
1810.8,1810.8,1810.8,1810.8,,02/07/21
1795.35,1810.8,1814.7,1792.4,,02/05/21
1834.35,1794,1834.8,1785.85,,02/04/21
1837.4,1833.85,1844.9,1830.69,,02/03/21
1859.5,1837.9,1863.7,1829.8,,02/02/21
1854.35,1860,1871,1849.38,,02/01/21
0,1874,1874,1874,,01/31/21
1843.1,1847.76,1875.14,1840.1,,01/29/21
1843.05,1842.9,1863.65,1834.2,,01/28/21
1851.3,1844.91,1853.1,1831.95,,01/27/21
1855.2,1850.8,1861.7,1849.02,,01/26/21
1857.95,1855.9,1867.75,1847.6,,01/25/21
1863,1852.75,1863,1852.75,,01/24/21
1869.9,1855.9,1870.85,1837.69,,01/22/21
1871.2,1869.65,1875.05,1859.18,,01/21/21
1840.7,1870.53,1871.75,1834.39,,01/20/21
1838.44,1840.3,1845.35,1833.75,,01/19/21
1826,1836.9,1840.4,1810.9,,01/18/21
1827.5,1827.5,1827.5,1827.5,,01/17/21
1848,1828.45,1856.45,1823.59,,01/15/21
1847.7,1846.1,1856.75,1832.85,,01/14/21
1855.3,1845.37,1862.54,1843.8,,01/13/21
1847.3,1855,1863.5,1837.79,,01/12/21
1855.75,1842.51,1855.75,1819.3,,01/11/21
1848.88,1848.88,1848.88,1848.88,,01/10/21
1915.6,1848.88,1917.5,1829.5,,01/08/21
1921.3,1913.05,1927.5,1907.55,,01/07/21
1951.1,1919.05,1958.9,1900.84,,01/06/21
1941.35,1949.48,1952.6,1934.45,,01/05/21
1919,1942.14,1944.18,1918.54,,01/04/21
1898.66,1898.66,1898.66,1898.66,,01/03/21
1893.75,1897.7,1899.5,1885.35,,12/31/20
1877.35,1894.7,1894.7,1876.24,,12/30/20
1874.2,1877.89,1886.2,1872.66,,12/29/20
1888.25,1873.45,1899.8,1869.84,,12/28/20
1909.7,1908.7,1908.7,1908.7,,12/27/20
0,1908.7,1908.7,1908.7,,12/25/20
1873.2,1857.2,1880.45,1855.33,,12/24/20
1861.1,1872.33,1877.5,1858.65,,12/23/20
1878.95,1860.99,1884.25,1859.1,,12/22/20
1884.15,1877.05,1906.4,1866.5,,12/21/20
1862.5,1867.47,1867.47,1862.5,,12/20/20
1884.35,1882.43,1889.25,1877.39,,12/18/20
1863.8,1885.65,1895.7,1862.2,,12/17/20
1854.1,1865.35,1865.35,1845.31,,12/16/20
1828.45,1853.5,1855.05,1825.6,,12/15/20
1837.3,1828,1838.1,1820.35,,12/14/20
1837.1,1838.53,1847.25,1824.79,,12/11/20
1838.45,1836.4,1849.75,1829.3,,12/10/20
1869.6,1839.8,1870.6,1826.03,,12/09/20
1863.15,1869.5,1874.8,1860.35,,12/08/20
1837.25,1861.4,1868.26,1824.8,,12/07/20
1841.3,1839.54,1847.75,1830.25,,12/04/20
1829.7,1841.5,1843.8,1824,,12/03/20
1812.75,1831.05,1832,1807.6,,12/02/20
1777.15,1814.8,1816.9,1775.85,,12/01/20
1789.75,1777.1,1789.75,1764.9,,11/30/20
1789.8,1789.8,1789.8,1789.8,,11/29/20
1811,1788.5,1811.45,1774.75,,11/27/20
1808.7,1811.38,1817.7,1806.7,,11/26/20
1808.25,1807.6,1817.6,1801.7,,11/25/20
1838.7,1807.41,1838.7,1801.01,,11/24/20
1871.1,1838.33,1876.15,1831.19,,11/23/20
1870.14,1870.14,1870.14,1870.14,,11/22/20
1870.14,1870.14,1870.14,1870.14,,11/21/20
1861.55,1870.14,1879.42,1861.05,,11/20/20
1873.86,1867.05,1873.95,1852.83,,11/19/20
1881.9,1873.3,1884.4,1865.25,,11/18/20
1889.45,1879.1,1893.2,1877.1,,11/17/20
1888.2,1888.53,1898.95,1881.3,,11/16/20
1877.15,1890.41,1896.2,1873.99,,11/13/20
1866.9,1878,1883.39,1862.8,,11/12/20
1874.5,1865.98,1884.2,1856.3,,11/11/20
1861,1877.79,1890.05,1861,,11/10/20
1956.35,1861.68,1965.5,1851.05,,11/09/20
1959,1958.2,1959,1958.2,,11/08/20
1947.05,1951.25,1960.4,1935.8,,11/06/20
1903.75,1949.35,1952.5,1903,,11/05/20
1909.25,1904.25,1916.3,1885,,11/04/20
1895.25,1909.32,1910.21,1887.22,,11/03/20
1879.1,1894.45,1895.7,1873.65,,11/02/20
1878.95,1878.95,1878.95,1878.95,,11/01/20
1878.95,1878.95,1878.95,1878.95,,10/31/20
1867.95,1878.95,1889.3,1865.09,,10/30/20
1877.45,1866.65,1885.05,1859.92,,10/29/20
1905.55,1878.2,1910.55,1870.3,,10/28/20
1902.55,1904.8,1911.05,1898.1,,10/27/20
1895.35,1902.6,1908.1,1895.1,,10/26/20
1907,1896.65,1907,1895.85,,10/25/20
1905.2,1901.55,1913.95,1895,,10/23/20
1924.9,1904.15,1925.9,1895.15,,10/22/20
1910.25,1924.6,1931.2,1908.65,,10/21/20
1903.75,1906.65,1914.1,1895.1,,10/20/20
1900.25,1904.33,1917.75,1897.15,,10/19/20
1899.4,1899.4,1899.4,1899.4,,10/18/20
1908.9,1899.4,1913.5,1897.9,,10/16/20
1901.95,1908.1,1908.85,1889.85,,10/15/20
1893.4,1900.33,1912.55,1883.3,,10/14/20
1924.05,1890.35,1925.35,1887.39,,10/13/20
1927.2,1922.94,1932.95,1918.6,,10/12/20
1930.43,1930.43,1930.43,1930.43,,10/11/20
1930.43,1930.43,1930.43,1930.43,,10/10/20
1894.35,1930.43,1930.5,1893.52,,10/09/20
1887.7,1893.95,1899.7,1882.3,,10/08/20
1877.35,1887.3,1898,1873.35,,10/07/20
1912.15,1878.3,1920.5,1875.05,,10/06/20
1903.7,1913.45,1918.1,1887.2,,10/05/20
1899.7,1899.7,1899.7,1899.7,,10/04/20
1905.1,1899.7,1916.8,1889.79,,10/02/20
1887.5,1906,1911.3,1884.89,,10/01/20
1897.75,1885.95,1901.82,1881.59,,09/30/20
1881.05,1897.81,1898.85,1876.08,,09/29/20
1864.7,1880.98,1883.05,1850.2,,09/28/20
1861.05,1855.5,1861.05,1855.5,,09/27/20
1861.05,1861.05,1861.05,1861.05,,09/26/20
1869.85,1861.05,1874.75,1853.3,,09/25/20
1864.25,1868.69,1876.78,1848.99,,09/24/20
1901.15,1863.4,1904.9,1856.11,,09/23/20
1914.58,1900.2,1919.59,1895.1,,09/22/20
1947.75,1912.35,1955.6,1884.09,,09/21/20
0,1962,1962,1962,,09/20/20
0,1962,1962,1962,,09/19/20
1944.25,1951.33,1960,1944.25,,09/18/20
1959.55,1944.98,1960.95,1932.9,,09/17/20
1954.7,1959.75,1973.03,1950.2,,09/16/20
1957.5,1953.88,1972,1948.6,,09/15/20
1937.8,1956.7,1962.14,1937.55,,09/14/20
1940.4,1940.4,1940.4,1940.4,,09/13/20
1940.4,1940.4,1940.4,1940.4,,09/12/20
1946.54,1940.4,1954.35,1938.2,,09/11/20
1946.35,1946.35,1966.2,1941.65,,09/10/20
1932.51,1946.5,1950.6,1920.29,,09/09/20
1929.8,1931.35,1940.5,1906.7,,09/08/20
1932.8,1928.55,1941.25,1925.41,,09/07/20
1933.83,1933.83,1933.83,1933.83,,09/06/20
1930.3,1933.83,1941.45,1916.8,,09/04/20
1942.41,1930.3,1951,1922.9,,09/03/20
1969.22,1942.89,1973.25,1933.5,,09/02/20
1968.65,1970.45,1992.15,1964.19,,09/01/20
1969.45,1967.9,1976.05,1954.7,,08/31/20
1964.95,1964.95,1964.95,1964.95,,08/29/20
1930,1964.95,1973.1,1923.8,,08/28/20
1952.15,1929.5,1976.5,1912.2,,08/27/20
1928.15,1953.3,1954.3,1903.35,,08/26/20
1930.25,1928.4,1937.5,1914.85,,08/25/20
1935.75,1927.98,1961.4,1924.25,,08/24/20
1940.22,1947.5,1947.5,1940.22,,08/23/20
1948.55,1940.23,1955.55,1912.65,,08/21/20
1931.3,1947.05,1954.91,1925.15,,08/20/20
2004.9,1930.48,2006.55,1924.75,,08/19/20
1983.35,2000.62,2014.7,1977.15,,08/18/20
1944.75,1985.07,1990.5,1930.35,,08/17/20
