Open,Close,High,Low,Volume,Date
43110.64063,42246.84,43184.87891,41617.89844,,01/17/22
43100.62891,43104.81,43456.10156,42741.85938,,01/16/22
43123.12109,43154.63,43770.42969,42640.21875,,01/15/22
42592.85938,43084.23,43418.35156,41874.26953,,01/14/22
43919.37891,42543.01,44380.80859,42375.12891,,01/13/22
42755.60938,43938.34,44210.10156,42513.32031,,01/12/22
41853.28125,42706.54,43086.25,41339.10938,,01/11/22
41864.96094,41840.4,42235.98828,39768.91016,,01/10/22
41703.25,41869.45,42764.75,41310.44141,,01/09/22
41652.35156,41737.89,42291.89063,40633.21875,,01/08/22
43112.03906,41549.81,43145.76953,40975.92188,,01/07/22
43456.87109,43127.1,43742.66016,42596.78125,,01/06/22
45864.26953,43531.19,46984.28906,42624.53906,,01/05/22
46500.64063,45888.98,47488.14844,45676.37891,,01/04/22
47289.21094,46438.49,47523.35156,45756.35938,,01/03/22
47740.92188,47349.38,47937.19141,46770.76172,,01/02/22
46262.35938,47722.9,47886.92969,46222.58984,,01/01/22
47121.55859,46278.18,48545.16016,45747.5,,12/31/21
46488.67969,47137.22,47891.19922,46077.23047,,12/30/21
47602.64844,46467.12,48110.73047,46196.69141,,12/29/21
50700.32813,47610.05,50737.83984,47370.32031,,12/28/21
50837.30859,50719.5,51984.82813,50512.32031,,12/27/21
50479.17188,50807.28,51202.85938,49683.71875,,12/26/21
50825.19141,50622.18,51130.62109,50300.12109,,12/25/21
50839.62891,50775.48,51798.32813,50522.92969,,12/24/21
48639.44141,50771.13,51331.14844,48106.55078,,12/23/21
48957.76172,48642.59,49542.48047,48465.98828,,12/22/21
46966.80078,48984.01,49303.51953,46698,,12/21/21
46709.41016,46974.98,47343.26953,45617.89063,,12/20/21
46841.76953,46733.45,48051.41016,46512.07031,,12/19/21
46268.75,46878.66,47328.07813,45598.26953,,12/18/21
47626.80859,46351.47,47995.26953,45636.05859,,12/17/21
48881.82813,47669.3,49366.80078,47591.78125,,12/16/21
48367.39844,48879.41,49391.66016,46715.73828,,12/15/21
46698.37891,48404.21,48611.76953,46396.19141,,12/14/21
50072.30078,46752.3,50194.96875,45910.03906,,12/13/21
49439.98828,50080.42,50728.57813,48764.28125,,12/12/21
47258.35938,49391.28,49479.89844,46986.71875,,12/11/21
47683.12891,47261,49855.64063,47229.16016,,12/10/21
50509.69922,47803.5,50772.10938,47366.62109,,12/09/21
50654.87109,50511.39,51138.62891,48856.48047,,12/08/21
50542.07813,50670.88,51935.32813,50193.42969,,12/07/21
49509.46875,50554.34,50913.62891,47302.10938,,12/06/21
49303.80078,49387.34,49730.17969,47938.26953,,12/05/21
53705.91016,49273.68,53865.78125,46537.98047,,12/04/21
56558.57813,53547.98,57391.78906,52768.12891,,12/03/21
57208.57031,56475.07,57333.05859,55901.03125,,12/02/21
56945.28906,57187.39,59030.92188,56608.60938,,12/01/21
57855.01172,57052.87,59139.71875,56063.76953,,11/30/21
57388.26953,57854.25,58800.14844,56793.78906,,11/29/21
54706.48047,57208.24,57442.46094,53633.60938,,11/28/21
53767,54643.21,55299,53630.87891,,11/27/21
59030.5,53663.39,59161.96875,53634.92969,,11/26/21
57246.66016,58956.78,59411.94141,57095.76172,,11/25/21
